macacajs/java-home,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,
mdarif/JavaScript-Boilerplate,2,unused-local-variable,incomplete-sanitization,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/java-example-client-basics,1,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/java-example-client-data-io,1,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/mwt-ds-explore-java,1,unchecked-cast-in-equals,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/PowerBI-JavaScript,7,duplicate-html-id,useless-assignment-to-local,useless-expression,unused-local-variable,automatic-semicolon-insertion,missing-variable-declaration,incomplete-sanitization,,,,,,,,,,,,,,,,,,,,
mingkong/JavaWeb,3,missing-variable-declaration,eval-like-call,unneeded-defensive-code,,,,,,,,,,,,,,,,,,,,,,,,
minio/minio-java,3,constant-comparison,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,
mongodb/mongo-java-driver,9,unused-container,non-null-boxed-variable,constant-comparison,non-sync-override,missing-space-in-concatenation,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,index-out-of-bounds,,,,,,,,,,,,,,,,,,
nats-io/java-nats,5,useless-null-check,constant-comparison,input-resource-leak,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,
NCZkevin/java/schoolproject,1,non-null-boxed-variable,,,,,,,,,,,,,,,,,,,,,,,,,,
neo4j/neo4j-java-driver,2,inconsistent-equals-and-hashcode,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,
ngageoint/simple-features-geojson-java,1,unknown-javadoc-parameter,,,,,,,,,,,,,,,,,,,,,,,,,,
njfox/Java-Deserialization-Exploit,3,input-resource-leak,dereferenced-value-may-be-null,concatenated-command-line,,,,,,,,,,,,,,,,,,,,,,,,
nkronlage/JavaScripture,3,unused-local-variable,unreachable-statement,use-before-declaration,,,,,,,,,,,,,,,,,,,,,,,,
notnoop/java-apns,2,unsynchronized-getter,missing-space-in-concatenation,,,,,,,,,,,,,,,,,,,,,,,,,
onelogin/java-saml,4,unknown-javadoc-parameter,non-null-boxed-variable,input-resource-leak,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,
ontio/ontology-java-sdk,7,useless-null-check,constant-comparison,equals-on-unrelated-types,whitespace-contradicts-precedence,output-resource-leak,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,
openshift/openshift-java-client,6,unknown-javadoc-parameter,inconsistent-equals-and-hashcode,dereferenced-expr-may-be-null,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,,,,,,,,,,,,,,,,,,,,,
oracle/accs-caching-java-sdk,1,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,
palantir/tracing-java,1,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,
patorjk/JavaScript-Snake,4,unused-local-variable,superfluous-trailing-arguments,automatic-semicolon-insertion,missing-variable-declaration,,,,,,,,,,,,,,,,,,,,,,,
paypal/PayPal-Java-SDK,3,non-null-boxed-variable,constant-comparison,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,
pdfdata/pdfdata-java,1,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,
plaid/plaid-java/,1,unused-container,,,,,,,,,,,,,,,,,,,,,,,,,,
rengwuxian/RxJavaSamples,1,output-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,
rjohnsondev/java-libpst,7,unknown-javadoc-parameter,unused-container,constant-comparison,non-sync-override,input-resource-leak,dereferenced-value-may-be-null,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,
shyiko/mysql-binlog-connector-java,3,inefficient-output-stream,input-resource-leak,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,
sourcegraph/srclib-java,3,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,
splunk/splunk-sdk-java,8,print-array,useless-null-check,output-resource-leak,xxe,input-resource-leak,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,misleading-indentation,,,,,,,,,,,,,,,,,,,
spring-projects/spring-integration-java-dsl,3,abstract-to-concrete-cast,unsafe-double-checked-locking-init-order,unsafe-double-checked-locking,,,,,,,,,,,,,,,,,,,,,,,,
StevenBoscarine/JavaAsciidocWrapper,21,missing-equals,useless-assignment-to-local,equals-hash-mismatch,useless-expression,redundant-comparison,should-use-with,unused-local-variable,trivial-conditional,redundant-else,automatic-semicolon-insertion,iteration-string-and-sequence,missing-space-in-concatenation,import-deprecated-module,import-and-import-from,missing-variable-declaration,string-instead-of-regex,multiple-definition,eval-like-call,catch-base-exception,modification-of-default-value,comparison-between-incompatible-types,,,,,,
subtleGradient/JavaScript-with-JSX.tmbundle,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,
suguru/mongo-java-async-driver,6,unknown-javadoc-parameter,iterator-implements-iterable,unused-container,output-resource-leak,input-resource-leak,unsafe-double-checked-locking,,,,,,,,,,,,,,,,,,,,,
TanckyCliff/MyJavaEE,3,unused-local-variable,trivial-conditional,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,
tdebatty/java-LSH,2,constant-comparison,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,
tencentyun/cos-java-sdk-v5,8,unknown-javadoc-parameter,implicit-cast-in-compound-assignment,constant-comparison,inconsistent-equals-and-hashcode,non-sync-override,xxe,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,
tronprotocol/java-tron,8,print-array,implicit-cast-in-compound-assignment,unused-container,constant-comparison,inconsistent-equals-and-hashcode,non-sync-override,dereferenced-value-may-be-null,index-out-of-bounds,,,,,,,,,,,,,,,,,,,
trung/InMemoryJavaCompiler,1,unused-container,,,,,,,,,,,,,,,,,,,,,,,,,,
UIZE/UIZE-JavaScript-Framework,20,misleading-indentation-after-control-statement,incomplete-url-substring-sanitization,useless-comparison-test,unknown-directive,useless-assignment-to-local,useless-expression,incorrect-suffix-check,unused-local-variable,trivial-conditional,superfluous-trailing-arguments,automatic-semicolon-insertion,missing-variable-declaration,variable-initialization-conflict,duplicate-variable-declaration,regex,implicit-operand-conversion,use-before-declaration,incomplete-sanitization,redundant-operation,comparison-between-incompatible-types,,,,,,,
ushahidi/Ushahidi/Java,4,unknown-javadoc-parameter,constant-comparison,whitespace-contradicts-precedence,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,
vdbaan/owasp-java-validator,2,non-null-boxed-variable,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,
versionone/VersionOne.SDK.Java.APIClient,9,unknown-javadoc-parameter,useless-null-check,inconsistent-equals-and-hashcode,xxe,input-resource-leak,dereferenced-value-may-be-null,reference-equality-of-boxed-types,unused-format-argument,useless-type-test,,,,,,,,,,,,,,,,,,
walker-walks/learning-JavaScript,3,syntax-error,automatic-semicolon-insertion,implicit-operand-conversion,,,,,,,,,,,,,,,,,,,,,,,,
watson-developer-cloud/java-sdk,2,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,
ykameshrao/spring-mvc-angular-js-hibernate-bootstrap-java-single-page-jwt-auth-rest-api-webapp-framework,8,print-array,useless-assignment-to-local,unused-local-variable,trivial-conditional,automatic-semicolon-insertion,dereferenced-value-may-be-null,reference-equality-of-boxed-types,insecure-cookie,,,,,,,,,,,,,,,,,,,
yusugomori/DeepLearning,1,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,
